,reviewid,genre
12477,11254,rap
12478,11263,rock
12479,11214,rock
12480,11223,
12481,11216,pop/r&b
12482,11216,folk/country
12483,11260,rock
12484,11265,rap
12485,11197,rock
12486,11197,metal
12487,11205,
12488,11210,rock
12489,11219,rock
12490,11220,rock
12491,11250,rock
12492,11250,metal
12493,11198,rock
12494,11213,metal
12495,11240,electronic
12496,11244,rock
12497,11196,pop/r&b
12498,11204,rock
12499,11180,
12500,11245,electronic
12501,11243,rock
12502,11243,electronic
12503,11199,metal
12504,11195,
12505,11186,pop/r&b
12506,11235,rock
12507,11242,rap
12508,11207,metal
12509,11192,rock
12510,11190,
12511,11233,rock
12512,11234,pop/r&b
12513,11234,electronic
12514,11134,rap
12515,11178,rap
12516,11188,pop/r&b
12517,11206,rock
12518,11218,rock
12519,11218,metal
12520,11174,rock
12521,11173,rock
12522,11173,electronic
12523,11172,electronic
12524,11203,
12525,11212,electronic
12526,11175,rock
12527,11171,rap
12528,11170,
12529,11187,rock
12530,11189,rock
12531,11159,global
12532,11159,pop/r&b
12533,11169,rock
12534,11158,pop/r&b
12535,11208,rock
12536,11209,electronic
12537,11157,folk/country
12538,11182,rock
12539,11164,rock
12540,11128,rock
12541,11128,electronic
12542,11194,
12543,11151,jazz
12544,11154,rock
12545,11168,rock
12546,11200,electronic
12547,11176,rock
12548,11176,jazz
12549,11176,electronic
12550,11146,
12551,11143,rock
12552,11143,experimental
12553,11162,rock
12554,11179,rock
12555,11156,metal
12556,11193,
12557,11139,rock
12558,11140,rock
12559,11185,rock
12560,11184,rock
12561,11142,rock
12562,11142,electronic
12563,11167,electronic
12564,11130,
12565,11160,rock
12566,11191,folk/country
12567,11133,
12568,11131,rock
12569,11138,rock
12570,11181,rock
12571,11183,rock
12572,11124,rock
12573,11125,rock
12574,11137,rock
12575,11163,pop/r&b
12576,11155,rock
12577,11155,metal
12578,11117,rock
12579,11119,rock
12580,11119,metal
12581,11120,folk/country
12582,11120,experimental
12583,11658,electronic
12584,11150,rock
12585,11150,experimental
12586,11150,electronic
12587,11116,electronic
12588,11118,
12589,11122,rock
12590,11161,rap
12591,11161,pop/r&b
12592,11144,rock
12593,11114,rap
12594,11114,jazz
12595,11098,rock
12596,11096,electronic
12597,11152,rock
12598,11152,electronic
12599,11147,rock
12600,11147,experimental
12601,11147,electronic
12602,11087,rap
12603,11090,rock
12604,11105,
12605,11153,rock
12606,11656,rock
12607,11108,rock
12608,11108,experimental
12609,11097,rap
12610,11072,
12611,11141,rock
12612,11652,rock
12613,11652,metal
12614,11145,rock
12615,11093,rock
12616,11103,rock
12617,11132,rock
12618,11126,rock
12619,11126,metal
12620,11123,rock
12621,11110,experimental
12622,11110,electronic
12623,11092,jazz
12624,11092,metal
12625,11654,
12626,11115,rock
12627,11089,electronic
12628,11084,folk/country
12629,11094,rock
12630,11129,electronic
12631,11101,global
12632,11088,rock
12633,11088,experimental
12634,11083,rock
12635,11085,pop/r&b
12636,11127,rock
12637,11036,rock
12638,11074,
12639,11082,metal
12640,11081,rock
12641,11121,rock
12642,11121,electronic
12643,11109,rap
12644,11109,jazz
12645,11109,electronic
12646,11111,
12647,11113,pop/r&b
12648,11106,rock
12649,11106,electronic
12650,11112,rock
12651,11086,rock
12652,11068,folk/country
12653,11076,rock
12654,11076,experimental
12655,11071,rock
12656,11091,rock
12657,11091,experimental
12658,11107,electronic
12659,11062,
12660,11077,jazz
12661,11077,electronic
12662,11050,rock
12663,11050,electronic
12664,11650,global
12665,11650,pop/r&b
12666,11650,jazz
12667,11104,rock
12668,11095,rock
12669,11040,rock
12670,11040,metal
12671,11078,rock
12672,11058,rock
12673,11059,electronic
12674,11102,rock
12675,11057,rock
12676,11073,electronic
12677,11080,rock
12678,11067,rock
12679,11043,
12680,11063,jazz
12681,11054,rock
12682,11065,rock
12683,11065,experimental
12684,11079,rock
12685,11035,rock
12686,11035,experimental
12687,11061,
12688,11037,rap
12689,11056,rock
12690,11075,rock
12691,11027,
12692,11039,rock
12693,11039,electronic
12694,11038,metal
12695,11033,pop/r&b
12696,11066,rock
12697,11066,experimental
12698,11069,rock
12699,11642,
12700,11025,rock
12701,11064,rock
12702,11070,rock
12703,11070,experimental
12704,11026,rap
12705,11029,rock
12706,11029,experimental
12707,11032,pop/r&b
12708,11032,experimental
12709,11644,rock
12710,11046,rock
12711,11060,
12712,10963,
12713,10977,rap
12714,11042,rap
12715,11638,rock
12716,11638,experimental
12717,11055,
12718,11024,electronic
12719,11023,pop/r&b
12720,11051,electronic
12721,11053,
12722,11010,rock
12723,11004,
12724,10997,jazz
12725,10997,pop/r&b
12726,10997,electronic
12727,11648,rock
12728,11648,electronic
12729,11034,rock
12730,11028,rock
12731,11016,rap
12732,11016,pop/r&b
12733,11011,rock
12734,11049,rock
12735,11049,experimental
12736,11640,experimental
12737,11640,electronic
12738,11052,rap
12739,11018,rock
12740,11018,electronic
12741,11009,rock
12742,11001,experimental
12743,11041,
12744,11006,
12745,10943,rock
12746,10992,rap
12747,10992,pop/r&b
12748,11646,
12749,10958,rock
12750,10976,rock
12751,10996,folk/country
12752,10993,rock
12753,10993,electronic
12754,11021,metal
12755,10954,
12756,11019,rock
12757,10972,rock
12758,10972,jazz
12759,10972,metal
12760,10995,
12761,11022,rap
12762,11017,rock
12763,10962,rap
12764,10998,rock
12765,10998,metal
12766,10998,experimental
12767,10991,folk/country
12768,11020,rock
12769,10957,
12770,10971,rap
12771,10994,rock
12772,10990,
12773,10737,
12774,10984,rock
12775,10984,electronic
12776,10974,rap
12777,10966,rock
12778,10966,experimental
12779,10989,rock
12780,11008,rock
12781,10747,
12782,10973,rap
12783,10973,pop/r&b
12784,10973,metal
12785,10967,rock
12786,11005,rap
12787,11005,pop/r&b
12788,11007,experimental
12789,10929,rock
12790,10951,rock
12791,10985,rock
12792,10986,rock
12793,10986,electronic
12794,10988,rock
12795,10970,
12796,10956,rock
12797,10956,metal
12798,10941,rock
12799,10955,rock
12800,11636,
12801,10981,rock
12802,10983,
12803,10889,rap
12804,10889,pop/r&b
12805,10948,rock
12806,10982,
12807,10987,electronic
12808,10893,rock
12809,10919,rock
12810,10927,rock
12811,10927,pop/r&b
12812,10935,
12813,10975,rap
12814,10940,rock
12815,10940,experimental
12816,10944,folk/country
12817,10882,rock
12818,10968,rock
12819,10964,
12820,10939,rock
12821,10930,rock
12822,10942,folk/country
12823,10969,global
12824,10960,rap
12825,10832,folk/country
12826,10902,electronic
12827,10897,rock
12828,10897,pop/r&b
12829,10897,folk/country
12830,10965,rap
12831,10870,rock
12832,10909,rock
12833,10909,electronic
12834,10926,rap
12835,10911,rock
12836,10961,rock
12837,10952,pop/r&b
12838,10912,rock
12839,10912,experimental
12840,10907,electronic
12841,10917,rock
12842,10959,rock
12843,10928,rap
12844,10920,electronic
12845,10767,global
12846,10767,jazz
12847,10767,pop/r&b
12848,10906,rap
12849,10906,metal
12850,10953,rock
12851,10932,rock
12852,10932,electronic
12853,10903,experimental
12854,10915,pop/r&b
12855,10916,pop/r&b
12856,10916,folk/country
12857,10916,electronic
12858,11632,rock
12859,11632,metal
12860,11632,electronic
12861,10945,rock
12862,10947,rock
12863,10947,electronic
12864,10884,rock
12865,10931,
12866,10946,rock
12867,10936,rap
12868,11634,rock
12869,10842,jazz
12870,10867,rock
12871,10938,rock
12872,10924,rock
12873,10924,electronic
12874,10880,rock
12875,10887,
12876,10894,rock
12877,10937,rock
12878,10933,rock
12879,10933,rap
12880,11626,rock
12881,10876,rock
12882,10888,folk/country
12883,10934,folk/country
12884,10923,
12885,10886,rock
12886,10846,rock
12887,10851,rock
12888,10851,experimental
12889,10905,global
12890,10918,experimental
12891,10921,
12892,10872,rock
12893,10855,rap
12894,10925,electronic
12895,10910,rock
12896,10910,electronic
12897,10854,rock
12898,10829,rock
12899,10829,experimental
12900,10829,electronic
12901,10868,rock
12902,10868,electronic
12903,10875,rap
12904,10922,rock
12905,10922,electronic
12906,10852,
12907,10862,rock
12908,10853,rock
12909,10904,rock
12910,10904,electronic
12911,10898,rock
12912,10837,rap
12913,10837,pop/r&b
12914,10837,metal
12915,10860,folk/country
12916,10845,
12917,10901,jazz
12918,10908,rap
12919,10899,rock
12920,10820,rock
12921,10820,pop/r&b
12922,10847,rock
12923,11913,
12924,10895,folk/country
12925,10900,pop/r&b
12926,10838,electronic
12927,10823,rap
12928,10823,jazz
12929,10881,rock
12930,10877,experimental
12931,10877,electronic
12932,10833,rock
12933,10831,rock
12934,10826,rock
12935,10826,experimental
12936,10896,rap
12937,10890,rock
12938,10812,electronic
12939,10778,rock
12940,10839,rap
12941,11628,folk/country
12942,10885,rap
12943,10883,rap
12944,10779,rock
12945,10821,rock
12946,10821,metal
12947,10879,rap
12948,10856,rock
12949,10856,electronic
12950,10878,rock
12951,10814,rock
12952,10822,
12953,11630,rock
12954,10793,rock
12955,10806,rock
12956,10806,electronic
12957,10813,
12958,10808,global
12959,10871,rock
12960,10850,rock
12961,10809,rock
12962,10804,electronic
12963,10811,rock
12964,10811,electronic
12965,10869,
12966,10861,rock
12967,10803,rock
12968,10803,experimental
12969,10796,
12970,10807,rock
12971,10807,electronic
12972,10770,rock
12973,10859,
12974,10797,
12975,10774,rock
12976,10787,electronic
12977,10754,electronic
12978,11912,rock
12979,11912,jazz
12980,10848,pop/r&b
12981,10789,pop/r&b
12982,10798,rock
12983,10798,electronic
12984,10849,rock
12985,10843,rock
12986,10843,electronic
12987,10600,rock
12988,10758,rock
12989,10644,folk/country
12990,10844,rock
12991,10844,experimental
12992,10841,
12993,10828,rock
12994,10800,rock
12995,10824,rock
12996,10824,experimental
12997,11624,rock
12998,10840,rock
12999,10840,experimental
13000,10784,rock
13001,10780,rock
13002,10786,rock
13003,10825,rock
13004,10825,experimental
13005,10830,electronic
13006,10791,rap
13007,10795,rock
13008,10795,electronic
13009,10781,rock
13010,10805,rock
13011,10805,electronic
13012,10827,rock
13013,10773,rock
13014,10773,experimental
13015,10773,electronic
13016,10755,rock
13017,10769,
13018,10816,rock
13019,10816,electronic
13020,10742,rock
13021,10771,rock
13022,10760,
13023,10772,rock
13024,11622,electronic
13025,10817,
13026,10716,global
13027,10716,electronic
13028,10740,
13029,10748,rock
13030,10748,experimental
13031,10799,rock
13032,10799,experimental
13033,10815,rock
13034,10810,
13035,10761,rock
13036,10761,electronic
13037,10745,rock
13038,10668,electronic
13039,10790,
13040,10746,rock
13041,10746,experimental
13042,10725,jazz
13043,10725,experimental
13044,10744,rock
13045,10744,rap
13046,10794,pop/r&b
13047,10607,rock
13048,10751,rock
13049,10751,electronic
13050,10693,rock
13051,10693,metal
13052,10722,rap
13053,10722,pop/r&b
13054,10792,rock
13055,10782,pop/r&b
13056,10782,electronic
13057,10713,pop/r&b
13058,10713,electronic
13059,10741,folk/country
13060,10730,rap
13061,10783,rock
13062,10788,rock
13063,10736,rock
13064,10634,jazz
13065,10724,rock
13066,10785,rock
13067,10762,rock
13068,10738,rock
13069,10723,pop/r&b
13070,10715,rock
13071,10765,rock
13072,10765,electronic
13073,10777,jazz
13074,10720,rock
13075,10720,electronic
13076,10732,rock
13077,10710,rock
13078,10763,rock
13079,10763,electronic
13080,10766,rock
13081,10766,metal
13082,10753,rock
13083,10752,rock
13084,10731,rock
13085,11910,rock
13086,11910,electronic
13087,10756,rock
13088,10768,rock
13089,10617,jazz
13090,10718,rock
13091,10718,experimental
13092,10759,rock
13093,10764,rock
13094,10764,experimental
13095,10664,jazz
13096,10664,experimental
13097,10672,pop/r&b
13098,10727,rock
13099,10727,electronic
13100,10757,rock
13101,11911,rock
13102,10719,jazz
13103,10719,folk/country
13104,10719,pop/r&b
13105,10674,rock
13106,10726,rock
13107,10743,rock
13108,10743,electronic
13109,10739,electronic
13110,10677,rock
13111,10721,rock
13112,10651,folk/country
13113,10729,rock
13114,10709,rock
13115,10700,rock
13116,10700,experimental
13117,10673,jazz
13118,10684,rock
13119,10728,rock
13120,10733,rock
13121,10707,rock
13122,10707,electronic
13123,10661,rock
13124,10702,rock
13125,10734,rock
13126,10735,rock
13127,10714,rock
13128,10714,electronic
13129,10706,rock
13130,10692,pop/r&b
13131,10711,rock
13132,10711,experimental
13133,10712,rock
13134,10701,rock
13135,10662,rock
13136,10669,rock
13137,10717,rock
13138,10705,rock
13139,10705,experimental
13140,10679,rock
13141,10690,rock
13142,10631,rock
13143,10698,rock
13144,10708,rock
13145,10696,rock
13146,10696,metal
13147,10655,rock
13148,10655,electronic
13149,10680,rock
13150,10694,rock
13151,10688,electronic
13152,10699,experimental
13153,10695,rock
13154,10660,rock
13155,10691,folk/country
13156,10703,rock
13157,10670,rock
13158,10624,rock
13159,10624,electronic
13160,10683,rock
13161,10697,rock
13162,10704,rock
13163,10704,electronic
13164,10666,rock
13165,10663,rock
13166,10663,folk/country
13167,10640,rock
13168,10687,folk/country
13169,10653,
13170,10647,rock
13171,10642,rock
13172,10659,rock
13173,10659,metal
13174,10671,rock
13175,10671,experimental
13176,10689,rock
13177,10689,metal
13178,10689,experimental
13179,10646,metal
13180,10639,rock
13181,10639,electronic
13182,10587,
13183,10681,rock
13184,10681,experimental
13185,10682,rock
13186,11909,electronic
13187,10652,rock
13188,10652,experimental
13189,10641,rock
13190,10678,rock
13191,10643,rock
13192,10657,folk/country
13193,10614,rap
13194,10638,
13195,10676,rock
13196,10676,experimental
13197,10675,electronic
13198,10623,electronic
13199,10629,rock
13200,10627,rock
13201,10627,rap
13202,10627,pop/r&b
13203,10645,rock
13204,10645,experimental
13205,10667,rock
13206,10667,experimental
13207,10615,rock
13208,10612,electronic
13209,10621,rap
13210,10599,
13211,10665,rock
13212,10665,electronic
13213,10611,global
13214,10611,pop/r&b
13215,10609,
13216,10625,rock
13217,10649,rock
13218,10656,rock
13219,10632,rock
13220,10604,rock
13221,10610,rock
13222,10622,rock
13223,10658,rap
13224,10654,rap
13225,10654,pop/r&b
13226,10597,experimental
13227,10605,rock
13228,10650,rock
13229,10650,experimental
13230,10648,rock
13231,10569,
13232,10635,rap
13233,10637,rock
13234,10637,electronic
13235,10577,rock
13236,10636,
13237,10584,folk/country
13238,10593,global
13239,10593,pop/r&b
13240,10586,rock
13241,10626,rock
13242,10633,metal
13243,10608,rock
13244,10608,global
13245,10582,pop/r&b
13246,10573,rock
13247,10620,rock
13248,10630,rock
13249,10581,folk/country
13250,10589,rock
13251,10580,pop/r&b
13252,10616,rock
13253,10628,rock
13254,10606,rap
13255,10606,pop/r&b
13256,10596,rock
13257,10585,rock
13258,10585,electronic
13259,10595,rock
13260,10594,
13261,10613,electronic
13262,10578,rock
13263,10574,rock
13264,10574,experimental
13265,10574,electronic
13266,10592,
13267,10601,electronic
13268,11907,rock
13269,10572,rock
13270,10568,rock
13271,11908,
13272,10598,rap
13273,10562,rock
13274,10562,electronic
13275,10567,rock
13276,10566,rock
13277,10583,rap
13278,10590,pop/r&b
13279,10553,rock
13280,10560,rap
13281,10565,rock
13282,10588,rock
13283,10588,experimental
13284,10591,rock
13285,10591,experimental
13286,10563,rock
13287,10549,
13288,10552,global
13289,10552,pop/r&b
13290,10561,rock
13291,10570,rock
13292,10551,rock
13293,10546,electronic
13294,10550,rock
13295,10559,rock
13296,10579,rock
13297,10545,experimental
13298,10547,rock
13299,10547,electronic
13300,10538,rock
13301,10534,
13302,10571,
13303,10555,rock
13304,10542,rock
13305,10554,rock
13306,10564,global
13307,10564,pop/r&b
13308,10556,rock
13309,10536,rock
13310,10540,metal
13311,10529,rock
13312,10529,electronic
13313,10557,rock
13314,10558,rock
13315,10543,rock
13316,10543,electronic
13317,10528,rock
13318,10539,rock
13319,10539,metal
13320,10541,rap
13321,10548,rock
13322,10548,metal
13323,10504,rock
13324,10523,folk/country
13325,10524,pop/r&b
13326,10524,electronic
13327,10544,
13328,10532,metal
13329,10532,experimental
13330,10505,
13331,10519,rock
13332,10522,rap
13333,10522,pop/r&b
13334,10535,rock
13335,10537,electronic
13336,10506,
13337,10507,electronic
13338,10513,rock
13339,10533,
13340,10530,
13341,10502,experimental
13342,10510,pop/r&b
13343,10503,rock
13344,10518,rock
13345,10518,electronic
13346,11906,rock
13347,11906,experimental
13348,11906,electronic
13349,10531,
13350,10490,
13351,10508,rock
13352,10527,rock
13353,10527,experimental
13354,10517,pop/r&b
13355,10464,folk/country
13356,10526,pop/r&b
13357,10526,electronic
13358,10496,folk/country
13359,10525,
13360,10514,rock
13361,10512,rock
13362,10512,experimental
13363,10498,
13364,10501,global
13365,10501,pop/r&b
13366,10516,rock
13367,10488,global
13368,10497,rock
13369,10493,rock
13370,10500,pop/r&b
13371,10511,rock
13372,10515,electronic
13373,10480,rock
13374,10480,experimental
13375,10499,rock
13376,10492,
13377,10509,rock
13378,10469,rock
13379,10475,
13380,10487,electronic
13381,10489,metal
13382,10495,experimental
13383,10436,
13384,10482,rock
13385,10482,electronic
13386,10474,rock
13387,10474,experimental
13388,10474,electronic
13389,10491,rock
13390,10491,experimental
13391,10494,
13392,10455,experimental
13393,10468,rock
13394,10481,rock
13395,10481,experimental
13396,10472,rock
13397,10473,rock
13398,10486,rock
13399,10479,rock
13400,10478,electronic
13401,10485,electronic
13402,10477,rock
13403,10484,rock
13404,10466,
13405,10467,rock
13406,10467,metal
13407,10470,pop/r&b
13408,10470,electronic
13409,10483,rap
13410,10449,rock
13411,10456,rap
13412,10456,pop/r&b
13413,10460,
13414,10461,rock
13415,10457,rock
13416,10476,rock
13417,10395,rock
13418,10451,rock
13419,10451,electronic
13420,10462,
13421,10465,rap
13422,10471,rock
13423,10471,electronic
13424,10458,pop/r&b
13425,10444,
13426,10435,rock
13427,10452,rock
13428,10463,jazz
13429,10463,electronic
13430,10454,rock
13431,10432,rock
13432,10446,
13433,10453,rock
13434,10459,rock
13435,10431,rock
13436,10431,electronic
13437,10447,rock
13438,10447,experimental
13439,10445,rock
13440,10450,rock
13441,10450,pop/r&b
13442,10441,rock
13443,10427,
13444,10442,
13445,10443,rock
13446,10382,rock
13447,10448,rock
13448,10448,experimental
13449,10420,electronic
13450,10433,rock
13451,10433,experimental
13452,10434,jazz
13453,10434,electronic
13454,10426,folk/country
13455,10439,experimental
13456,10439,electronic
13457,10438,rock
13458,10423,
13459,10425,rock
13460,10425,metal
13461,10440,rock
13462,10352,rock
13463,10352,electronic
13464,10419,
13465,10424,experimental
13466,10421,global
13467,10421,electronic
13468,10437,rock
13469,10415,rock
13470,10429,electronic
13471,10418,pop/r&b
13472,10430,folk/country
13473,10422,rock
13474,10428,
13475,10411,electronic
13476,10410,rock
13477,10410,electronic
13478,10412,rap
13479,10391,folk/country
13480,10393,rock
13481,10393,experimental
13482,11905,rock
13483,10399,rock
13484,10408,rock
13485,10406,rock
13486,10406,electronic
13487,10390,rock
13488,10398,rock
13489,10416,rock
13490,10414,
13491,10413,rock
13492,10394,rock
13493,10396,rock
13494,10396,metal
13495,10400,pop/r&b
13496,10407,rap
13497,10407,electronic
13498,10409,rock
13499,10405,rock
13500,10388,rock
13501,10388,experimental
13502,10389,rock
13503,10392,electronic
13504,10401,
13505,10274,rock
13506,10384,rock
13507,10384,pop/r&b
13508,10008,rock
13509,10008,electronic
13510,10372,rock
13511,10397,rap
13512,10386,rock
13513,10380,rock
13514,10371,rock
13515,10387,
13516,10385,rock
13517,10378,rock
13518,10378,electronic
13519,10383,folk/country
13520,10381,rock
13521,10381,jazz
13522,10381,electronic
13523,10379,rock
13524,10369,electronic
13525,10287,folk/country
13526,10365,rock
13527,10377,rock
13528,10377,electronic
13529,10361,rock
13530,10361,metal
13531,10375,rock
13532,10375,electronic
13533,10353,rock
13534,10367,rock
13535,10366,electronic
13536,10364,
13537,10376,rock
13538,10370,rock
13539,10332,rock
13540,10332,electronic
13541,10362,rock
13542,10362,experimental
13543,10359,rap
13544,10359,pop/r&b
13545,11904,rock
13546,10322,metal
13547,10368,rock
13548,10342,
13549,10355,rock
13550,10355,electronic
13551,10374,rock
13552,10374,rap
13553,10356,rock
13554,10356,pop/r&b
13555,10356,folk/country
13556,10360,rock
13557,10354,rock
13558,10340,rock
13559,10363,rock
13560,10373,rap
13561,10338,electronic
13562,10335,jazz
13563,10341,rock
13564,10341,experimental
13565,10341,electronic
13566,10351,
13567,10346,rap
13568,10357,rock
13569,10343,rock
13570,10358,electronic
13571,10345,rock
13572,10345,electronic
13573,10334,electronic
13574,10329,rock
13575,10329,metal
13576,10329,experimental
13577,10325,
13578,10350,rock
13579,10336,rock
13580,10336,electronic
13581,10333,rap
13582,10316,metal
13583,10339,rock
13584,10339,experimental
13585,10328,jazz
13586,10337,rock
13587,10349,rock
13588,10349,electronic
13589,10315,
13590,10324,rock
13591,10324,electronic
13592,10331,rock
13593,10344,rock
13594,10273,electronic
13595,10312,rap
13596,10307,
13597,10323,
13598,10309,rap
13599,10320,pop/r&b
13600,10302,rock
13601,10301,
13602,10319,rock
13603,10292,rock
13604,10318,
13605,10306,electronic
13606,10310,metal
13607,10308,rock
13608,10326,rock
13609,10294,
13610,10295,experimental
13611,10305,
13612,10303,global
13613,10321,electronic
13614,10330,rock
13615,10304,rock
13616,10300,rock
13617,10297,pop/r&b
13618,10327,rock
13619,10327,metal
13620,10299,pop/r&b
13621,10257,rock
13622,10257,experimental
13623,10190,rock
13624,10291,rock
13625,10291,electronic
13626,10313,rock
13627,10317,rock
13628,10298,rock
13629,10285,rock
13630,10284,rock
13631,10314,rock
13632,10311,
13633,10278,folk/country
13634,10283,jazz
13635,10283,folk/country
13636,10283,experimental
13637,10282,
13638,10296,pop/r&b
13639,10290,rock
13640,10290,experimental
13641,10290,electronic
13642,10276,folk/country
13643,10269,pop/r&b
13644,10269,electronic
13645,10272,rock
13646,10289,rock
13647,10289,electronic
13648,10293,rap
13649,10264,experimental
13650,10267,rap
13651,10277,rock
13652,10288,rock
13653,10286,rock
13654,10286,electronic
13655,10275,
13656,10261,rap
13657,10262,rock
13658,10268,rock
13659,10268,experimental
13660,10281,rock
13661,10280,rock
13662,10260,rock
13663,10265,
13664,10279,electronic
13665,10263,rock
13666,10263,electronic
13667,10254,rock
13668,10258,rock
13669,10255,rock
13670,10270,rock
13671,10259,rock
13672,10253,folk/country
13673,10244,
13674,10256,rock
13675,10256,metal
13676,10266,rock
13677,10271,rock
13678,10245,folk/country
13679,10224,folk/country
13680,10247,rock
13681,10252,rock
13682,10252,electronic
13683,10181,rock
13684,10181,experimental
13685,10181,electronic
13686,10232,rock
13687,10251,rock
13688,10243,
13689,10249,rock
13690,10248,pop/r&b
13691,10231,rock
13692,10231,experimental
13693,10239,
13694,10173,electronic
13695,10250,electronic
13696,10246,electronic
13697,10238,rock
13698,10238,experimental
13699,10228,
13700,10237,rock
13701,10237,global
13702,11903,rock
13703,10226,rock
13704,10241,experimental
13705,10215,rock
13706,10215,metal
13707,10234,rock
13708,10242,rock
13709,10240,rock
13710,10240,electronic
13711,10213,rock
13712,10213,experimental
13713,10218,rock
13714,10214,folk/country
13715,10233,pop/r&b
13716,10236,experimental
13717,10212,global
13718,10212,jazz
13719,10223,
13720,10211,rock
13721,10211,experimental
13722,10235,rock
13723,10230,electronic
13724,10210,
13725,10216,rock
13726,10217,metal
13727,10229,rap
13728,10227,rap
13729,10183,rock
13730,10192,global
13731,10192,jazz
13732,10209,electronic
13733,10225,rock
13734,10222,rock
13735,10197,pop/r&b
13736,10202,folk/country
13737,10088,electronic
13738,10219,rock
13739,10141,
13740,10187,folk/country
13741,10201,electronic
13742,10200,
13743,10207,electronic
13744,10186,rap
13745,10196,rock
13746,10205,pop/r&b
13747,10205,folk/country
13748,10199,rock
13749,10206,rock
13750,11902,rock
13751,10198,rap
13752,10198,electronic
13753,10191,rock
13754,10195,
13755,10208,rock
13756,10193,rock
13757,10182,rock
13758,10182,experimental
13759,10177,rock
13760,10177,electronic
13761,10157,rock
13762,10204,pop/r&b
13763,10204,electronic
13764,10194,rock
13765,10194,experimental
13766,10184,pop/r&b
13767,10188,
13768,10160,rock
13769,10185,rock
13770,10189,rock
13771,10203,rock
13772,10170,rock
13773,10158,folk/country
13774,11901,rock
13775,9993,rock
13776,9993,electronic
13777,10152,rock
13778,10163,rock
13779,10163,experimental
13780,10165,rock
13781,10167,rock
13782,10146,rock
13783,10146,electronic
13784,10164,rock
13785,10155,electronic
13786,10169,pop/r&b
13787,10169,folk/country
13788,10159,rock
13789,10145,jazz
13790,10145,experimental
13791,10172,rock
13792,10172,metal
13793,10172,experimental
13794,10166,rock
13795,10168,rock
13796,10127,rock
13797,10156,
13798,10171,rock
13799,10171,pop/r&b
13800,10148,rock
13801,10143,rock
13802,10178,rock
13803,10162,rock
13804,10162,experimental
13805,10130,
13806,10140,
13807,10149,rock
13808,10161,rock
13809,10024,pop/r&b
13810,10135,rock
13811,10142,rock
13812,10142,experimental
13813,10151,rock
13814,10151,experimental
13815,10139,rock
13816,10153,rock
13817,10153,experimental
13818,10153,electronic
13819,10138,electronic
13820,10144,rock
13821,10144,experimental
13822,10131,rock
13823,10124,rock
13824,10124,electronic
13825,10154,electronic
13826,10121,
13827,10120,electronic
13828,10128,
13829,10150,rock
13830,10096,
13831,10134,rock
13832,10132,rock
13833,10132,electronic
13834,10119,rock
13835,10129,folk/country
13836,10147,rock
13837,10147,experimental
13838,10123,folk/country
13839,10118,rock
13840,10118,electronic
13841,10020,rock
13842,10116,
13843,10137,rock
13844,10112,rock
13845,10112,electronic
13846,10117,rock
13847,10110,rock
13848,10136,rock
13849,10122,pop/r&b
13850,10122,folk/country
13851,10113,rock
13852,10105,rock
13853,10105,electronic
13854,10097,rock
13855,10133,rock
13856,10133,electronic
13857,10126,rock
13858,10126,experimental
13859,10126,electronic
13860,10114,
13861,10107,rock
13862,10107,electronic
13863,10079,rock
13864,10125,rock
13865,10098,
13866,10115,rock
13867,10115,electronic
13868,10093,folk/country
13869,10103,rock
13870,10103,electronic
13871,10082,rock
13872,10106,rap
13873,10104,rock
13874,10094,rock
13875,10109,rock
13876,11900,folk/country
13877,10084,electronic
13878,10092,rock
13879,10092,folk/country
13880,10091,experimental
13881,10090,rock
13882,10090,electronic
13883,10111,rock
13884,10073,rock
13885,10081,rock
13886,10081,electronic
13887,10086,pop/r&b
13888,10083,rock
13889,10083,pop/r&b
13890,10083,experimental
13891,10108,rock
13892,10108,electronic
13893,10102,rock
13894,10077,electronic
13895,10075,global
13896,10080,rock
13897,10089,rock
13898,10085,experimental
13899,10074,rock
13900,10074,experimental
13901,10076,rap
13902,10069,rock
13903,10095,rock
13904,10087,rap
13905,10070,
13906,10067,rock
13907,10049,rock
13908,10059,rock
13909,10059,electronic
13910,10045,rock
13911,10078,electronic
13912,10062,rock
13913,10058,experimental
13914,10065,rock
13915,10065,experimental
13916,10072,rock
13917,10051,rock
13918,10060,rap
13919,10057,pop/r&b
13920,10071,electronic
13921,10068,rock
13922,10068,electronic
13923,10055,global
13924,10054,rock
13925,10054,electronic
13926,10053,folk/country
13927,10064,electronic
13928,10066,rock
13929,10037,rock
13930,10063,rock
13931,10048,rap
13932,10061,rap
13933,9839,rock
13934,9839,experimental
13935,9938,rock
13936,9938,experimental
13937,10043,folk/country
13938,10042,rock
13939,10056,
13940,10041,rock
13941,10052,
13942,9996,rap
13943,9996,pop/r&b
13944,10046,experimental
13945,10050,
13946,10034,rap
13947,10034,pop/r&b
13948,10035,global
13949,10044,rock
13950,10036,rock
13951,10047,rock
13952,10032,pop/r&b
13953,10029,rock
13954,10030,rock
13955,10028,
13956,10040,rap
13957,10038,electronic
13958,10031,rock
13959,10031,metal
13960,10027,
13961,10023,rock
13962,10022,electronic
13963,10039,rock
13964,10015,rock
13965,10015,experimental
13966,10026,
13967,10013,rock
13968,10016,rock
13969,10033,
13970,10019,rock
13971,10019,experimental
13972,10007,
13973,10011,rock
13974,10025,electronic
