,reviewid,label
10311,12788,italic
10312,12755,asylum
10313,12827,sub pop
10314,12766,manimal vinyl
10315,12762,smalltown supersound
10316,12777,morr
10317,12769,get physical
10318,12819,matador
10319,12820,arts & crafts
10320,12733,self-released
10321,12736,yep roc
10322,12737,dicristina
10323,12813,kemado
10324,12809,k
10325,12770,dust-to-digital
10326,12763,thrill jockey
10327,12764,joyful noise
10328,12818,saddle creek
10329,12808,rhymesayers
10330,12735,sterns africa
10331,12756,fabric
10332,12779,thrill jockey
10333,12772,stones throw
10334,12794,rune grammofon
10335,12765,ipecac
10336,12743,self-released
10337,12782,thrill jockey
10338,12751,manimal vinyl
10339,12787,+1
10340,12741,ghostly
10341,12795,emusic
10342,12734,end of the road
10343,12783,fat possum
10344,12754,treader
10345,12760,stax
10346,12744,morr
10347,12745,my anxious mouth
10348,12729,anti-
10349,12728,post present medium
10350,12723,where it's at is where you are
10351,12725,paw tracks
10352,12721,original signal
10353,12730,interscope
10354,12727,dare to care
10355,12724,western vinyl
10356,12722,retard disco
10357,12726,strut
10358,12715,avex trax
10359,12716,astralwerks
10360,12708,nonesuch
10361,12710,scat
10362,12713,transdreamer
10363,12717,4ad
10364,12714,rough trade
10365,12711,twos & fews
10366,12712,jagjaguwar
10367,12709,family vineyard
10368,12706,take me to the hospital
10369,12707,kranky
10370,12698,thrill jockey
10371,12696,fabric
10372,12704,fractured
10373,12703,richter scale
10374,12705,429
10375,12693,room40
10376,12694,faitiche
10377,12699,kanine
10378,12702,vice
10379,12695,schanachie
10380,12697,fat possum
10381,12701,friendly fire
10382,12700,drag city
10383,12689,pompeii
10384,12680,rhymesayers
10385,12688,manhattan
10386,12626,humminbird
10387,12675,razor & tie
10388,12690,universal
10389,12687,lost highway
10390,12679,get physical
10391,12677,young baby
10392,12684,expansion team
10393,12686,anti-
10394,12683,lightning rod
10395,12682,studio
10396,12673,drag city
10397,12678,suicide squeeze
10398,12681,merge
10399,12685,polyvinyl
10400,12674,sub pop
10401,12676,science of sound
10402,12672,self-released
10403,12671,capitol
10404,12667,yep roc
10405,12668,homestead
10406,12625,allegro music
10407,12665,dischord
10408,12669,nonesuch
10409,12670,fistolo
10410,12666,internasjonal
10411,12663,asthmatic kitty
10412,12664,crammed discs
10413,12662,capitol
10414,12655,polydor
10415,12659,narnack
10416,12657,rong
10417,12654,self
10418,12661,rhino
10419,12656,dead oceans
10420,12660,domino
10421,12653,information
10422,12658,robcore
10423,12651,wu music group
10424,12652,unsuitable
10425,12648,important
10426,12650,merok
10427,12649,cash money
10428,12644,slumberland
10429,12637,"guided by voices, inc."
10430,12635,analog africa
10431,12633,self-released
10432,12646,social registry
10433,12645,itunes
10434,12642,geffen
10435,12630,nicolay music
10436,12643,majordomo
10437,12647,ato
10438,12639,ryko
10439,12636,rhymesayers
10440,12638,drag city
10441,12632,fat wreck chords
10442,12631,secretly canadian
10443,12640,lost highway
10444,12634,big dada
10445,12629,hip-o select
10446,12628,modular
10447,12641,locust
10448,12619,southern fried
10449,12621,parlophone
10450,12613,suicide squeeze
10451,12611,bpitch control
10452,12580,young god
10453,12608,matador
10454,12617,friend or faux
10455,12620,frenchkiss
10456,12606,polyvinyl
10457,12558,blue note
10458,12567,rvng intl.
10459,12616,merge
10460,12618,polyvinyl
10461,12573,marriage
10462,12599,matador
10463,12615,emi
10464,12607,soft abuse
10465,12610,italians do it better
10466,12560,relapse
10467,12561,load
10468,12614,columbia
10469,12595,ipecac
10470,12569,exponential
10471,12570,obey your brain
10472,12557,rune grammofon
10473,12609,domino
10474,12600,polyvinyl
10475,12592,tres
10476,12584,k
10477,12562,sidecho
10478,12612,xl
10479,12603,western vinyl
10480,12579,world village
10481,12586,everloving
10482,12572,partisan
10483,12605,fat possum
10484,12604,warp
10485,12594,dead oceans
10486,12564,frog stand
10487,12559,kindercore
10488,12590,matador
10489,12593,fader
10490,12574,eyeball
10491,12563,hardly art
10492,12571,happyparts
10493,12581,jagjaguwar
10494,12589,compadre
10495,12577,enchufada
10496,12578,kranky
10497,12588,sub pop
10498,12596,secretly canadian
10499,12602,eighteenth street lounge
10500,12583,everloving
10501,12585,suicide squeeze
10502,12575,lil' beethoven
10503,12601,itunes
10504,12591,ep
10505,12568,myspace
10506,12587,yep roc
10507,12576,dadaphonic
10508,12597,columbia
10509,12598,what's your rupture?
10510,12566,numero group
10511,12582,realworld
10512,12565,gold dust media
10513,12543,werk discs
10514,12555,parlophone
10515,12537,rap-a-lot
10516,12552,potomak
10517,12530,dovecote
10518,12554,sanctuary
10519,12523,juice box
10520,12534,tompkins square
10521,12549,brushfire
10522,12522,fever zone
10523,12553,thinkindie
10524,12551,fabric
10525,12535,honest jon's
10526,12539,smallville
10527,12521,end up
10528,12546,island
10529,12542,true panther
10530,12538,labrador
10531,12445,mush
10532,12550,our secret
10533,12547,djshadow.com
10534,12548,nave
10535,12525,world village
10536,12526,gaarden
10537,12529,fat cat
10538,12545,paper route
10539,12541,n.e.e.t.
10540,12532,stiff
10541,12533,killer pimp
10542,12527,relapse
10543,12540,def jam
10544,12544,abstract dragon
10545,12531,stax
10546,12528,anti-
10547,12536,asthmatic kitty
10548,12518,domino
10549,12519,ztt
10550,12511,xl
10551,12514,pet rock
10552,12517,disturbing tha peace
10553,12515,warner bros.
10554,12516,legacy
10555,12512,kranky
10556,12510,honest jon's
10557,12513,cheap lullaby
10558,12496,self-released
10559,12474,monument
10560,12506,asthmatic kitty
10561,12509,awr
10562,12475,quarterstick
10563,12499,matador
10564,12508,geffen
10565,12488,monika
10566,12487,sublime frequencies
10567,12491,anticon
10568,12493,atlantic
10569,12492,caldo verde
10570,12490,"guided by voices, inc."
10571,12480,tomlab
10572,12486,vice
10573,12507,geffen
10574,12504,matador
10575,12494,milan
10576,12524,ecstatic peace
10577,12481,asthmatic kitty
10578,12505,island
10579,12497,reprise
10580,12476,magic marker
10581,12489,kitsun
10582,12478,star apple kingdom
10583,12503,green owl
10584,12503,ghettopop
10585,12500,vice
10586,12485,tigre blanco
10587,12483,modular
10588,12477,carpark
10589,12501,cherrytree
10590,12502,touch
10591,12472,labwork
10592,12482,hospital productions
10593,12471,wodger
10594,12498,roc-a-fella
10595,12495,domino
10596,12479,rinse fm
10597,12484,emi
10598,12473,hardly art
10599,12469,black frog
10600,12470,capitol
10601,12448,ipecac
10602,12458,interscope
10603,12446,nacional
10604,12466,barsuk
10605,12455,sony
10606,12450,domino
10607,12463,merge
10608,12452,listenable
10609,12467,capitol
10610,12468,legacy
10611,12454,sideonedummy
10612,12459,70s gymnastics
10613,12447,numero group
10614,12464,irs
10615,12465,one little indian
10616,12451,fat beats
10617,12449,load
10618,12461,anticon
10619,12460,treader
10620,12462,columbia
10621,12453,wall of sound
10622,12457,jagjaguwar
10623,12456,showoff
10624,12444,self-released
10625,12442,matinee
10626,12434,southern lord
10627,12439,cherry red
10628,12428,frog man jake
10629,12443,matador
10630,12441,epic
10631,12427,editions mego
10632,12431,smalltown supersound
10633,12433,megawave
10634,12435,because
10635,12424,wichita
10636,12425,sound signature
10637,12438,delicious vinyl
10638,12429,emi
10639,12426,domino
10640,12440,domino
10641,12437,transmission
10642,12432,domino
10643,12430,rap-a-lot
10644,12436,secretly canadian
10645,12422,get physical
10646,12421,unfiltered
10647,12414,secretly canadian
10648,12419,badman
10649,12415,what's your rupture?
10650,12420,4ad
10651,12400,smalltown supersound
10652,12403,because
10653,12404,k
10654,12391,matador
10655,12423,infernal
10656,12399,ghostly
10657,12396,orange twin
10658,12407,drag city
10659,12413,universal
10660,12417,!k7
10661,12398,polymer
10662,12393,metal blade
10663,12416,mute
10664,12418,rhino
10665,12408,alpha pup
10666,12410,red telephone box
10667,12394,absolutely kosher
10668,12397,datpiff.com
10669,12409,vapor
10670,12412,rough trade
10671,12395,anticon
10672,12392,relapse
10673,12406,saddle creek
10674,12388,downtown
10675,12384,!k7
10676,12382,ba da bing!
10677,12383,counter records
10678,12366,southern
10679,12389,geffen
10680,12390,huume
10681,12379,frenchkiss
10682,12373,thrill jockey
10683,12362,seventh rule
10684,12385,rhino
10685,12387,anti-
10686,12386,standard
10687,12365,file under: music
10688,12363,southern
10689,12380,geffen
10690,12381,slumberland
10691,12372,western vinyl
10692,12359,dangerbird
10693,12367,anticon
10694,12374,lost highway
10695,12377,richter scale
10696,12378,blacksmith
10697,12358,rhymesayers
10698,12354,iamsound
10699,12345,sub pop
10700,12375,audika
10701,12349,roir
10702,12351,kanine
10703,12347,rare book room
10704,12368,b-unique
10705,12376,warp
10706,12370,epic
10707,12353,definitive jux
10708,12350,wasted storefront
10709,12360,kranky
10710,12360,4ad
10711,12369,blocks
10712,12348,slumberland
10713,12355,temporary residence
10714,12361,kemado
10715,12371,theagriculture
10716,12364,thrill jockey
10717,12357,iamsound
10718,12356,hydra head
10719,12352,threshold
10720,12331,columbia
10721,12327,kranky
10722,12321,beta-lactam ring
10723,12307,gameboy
10724,12325,epic
10725,12330,columbia
10726,12293,fat cat
10727,12323,jagjaguwar
10728,12301,columbia
10729,12302,drag city
10730,12328,polyvinyl
10731,12326,angular
10732,12315,awake productions
10733,12329,kranky
10734,12273,jagjaguwar
10735,12305,cadmean dawn
10736,12324,social registry
10737,12312,ecstatic peace
10738,12308,transdreamer
10739,12299,drag city
10740,12322,sony
10741,12271,lost highway
10742,12319,sub pop
10743,12317,atlantic
10744,12296,razzia
10745,12320,matador
10746,12318,tsm
10747,12264,fat cat
10748,12284,make mine
10749,12313,merge
10750,12316,matador
10751,12314,island
10752,12289,decca
10753,12287,epic
10754,12276,unfamiliar
10755,12292,p.w. elverum & sun
10756,12227,environ
10757,12250,profound lore
10758,12245,temporary residence
10759,12288,fader
10760,12311,big brother
10761,12285,jagjaguwar
10762,12303,flingco sound
10763,12220,aagoo
10764,12223,kanine
10765,12310,kill rock stars
10766,12309,constant artists
10767,12297,domino
10768,12306,asthmatic kitty
10769,12274,united interests
10770,12272,kill rock stars
10771,12300,canvasback
10772,12267,asthmatic kitty
10773,12290,domino
10774,12238,leaf
10775,12295,secretly canadian
10776,12304,city slang
10777,12263,siltbreeze
10778,12298,merge
10779,12254,warm
10780,12275,4ad
10781,12294,shangri-la music
10782,12252,tee pee
10783,12281,park the van
10784,12255,v2
10785,12291,679
10786,12283,columbia legacy
10787,12253,southern
10788,12258,century media
10789,12248,mercury
10790,12286,mauled by tigers
10791,12244,memphis industries
10792,12280,priority
10793,12243,polyvinyl
10794,12226,constellation
10795,12279,atlantic
10796,12282,universal
10797,12239,atavistic
10798,12268,abandoned love
10799,12237,rhino
10800,12278,rhino
10801,12277,warner bros.
10802,12270,warp
10803,12235,saddle creek
10804,12269,death from abroad
10805,12265,yep roc
10806,12259,surrender all
10807,12242,bbe
10808,12233,century media
10809,12232,world's fair
10810,12260,island
10811,12231,subliminal sounds
10812,12229,kill rock stars
10813,12225,aum fidelity
10814,12230,we the best
10815,12266,rhino
10816,12261,smalltown supersound
10817,12234,social registry
10818,12222,rare book room
10819,12224,volcom
10820,12262,xl
10821,12256,douchemaster
10822,12236,mercury
10823,12228,thrill jockey
10824,12247,arena rock
10825,12249,wea
10826,12249,warner bros.
10827,12257,thrill jockey
10828,12221,stones throw
10829,12214,ye olde
10830,12219,ecm
10831,12241,matador
10832,12251,downtown
10833,12217,numero group
10834,12213,agsfb music
10835,12215,drag city
10836,12246,4ad
10837,12240,matador
10838,12216,north street
10839,12218,rfi france
10840,12212,secretly canadian
10841,12210,egon
10842,12208,roadrunner
10843,12207,flameshovel
10844,12182,matador
10845,12197,shimmy disc
10846,12209,deaf dumb and blind
10847,12205,hauschka
10848,12196,decca
10849,12203,music world
10850,12192,siltbreeze
10851,12183,service
10852,12206,almost gold
10853,12198,nonesuch
10854,12191,majordomo
10855,12189,light in the attic
10856,12204,rca
10857,12200,fabric
10858,12187,fat beats
10859,12188,rough trade
10860,12185,kitsun
10861,12190,almost gold
10862,12199,smalltown superjazz
10863,12193,holocene
10864,12202,gigantic
10865,12184,atp
10866,12194,caldo verde
10867,12201,hundehaus
10868,12181,fabric
10869,12195,ipecac
10870,12186,akoustic anarkhy
10871,12175,quarterstick
10872,12148,domino
10873,12173,temporary residence
10874,12165,dead oceans
10875,12164,language of stone
10876,12164,ilya monosov
10877,12179,arts & crafts
10878,12177,the new year
10879,12168,yep roc
10880,12167,drag city
10881,12172,warp
10882,12180,warner bros.
10883,12178,merge
10884,12131,tomlab
10885,12169,table of the elements
10886,12163,nettwerk
10887,12153,lujo
10888,12176,jagjaguwar
10889,12158,fat cat
10890,12161,k
10891,12162,calla lily company
10892,12174,yep roc
10893,12171,acuarela
10894,12171,the clientele
10895,12344,shout! factory
10896,12157,the end
10897,12152,little
10898,12170,virgin
10899,12160,sub pop
10900,12156,steamhammer
10901,12150,president
10902,12149,canvasback
10903,12159,def jam
10904,12155,capitol
10905,12143,preservation
10906,12144,jagjaguwar
10907,12144,the lord dog bird
10908,12146,ryko
10909,12151,self-released
10910,12154,big dada
10911,12141,tigersushi
10912,12137,southern lord
10913,12138,basin street
10914,12132,warp
10915,12142,secret city
10916,12139,crammed discs
10917,12136,pretty activity
10918,12147,doomtree
10919,12133,virgin
10920,12145,on your own
10921,12135,strange famous
10922,12134,virgin
10923,12140,adored and exploited
10924,12121,virgin
10925,12111,virgin
10926,12128,brookhaven
10927,12211,vagrant
10928,12124,kemado
10929,12130,atlantic
10930,12127,ipecac
10931,12112,absolutely kosher
10932,12109,grnland
10933,12117,anticon
10934,12125,smalltown supersound
10935,12126,babygrande
10936,12119,type
10937,12105,429
10938,12113,central control
10939,12114,virgin
10940,12123,geffen
10941,12120,hydra head
10942,12051,numero group
10943,12107,secretly canadian
10944,12122,thrill jockey
10945,12115,merge
10946,12108,carpark
10947,12101,wagon repair
10948,12103,charisma
10949,12110,arts & crafts
10950,12116,numero group
10951,12086,old man
10952,12097,awesome color
10953,12102,domino
10954,12118,4ad
10955,12098,sub pop
10956,12082,1911 music
10957,12070,bedroom community
10958,12104,good fences
10959,12084,gigantic
10960,12100,beat the world
10961,12077,cooking vinyl
10962,12106,ecstatic peace
10963,12087,ltm
10964,12091,columbia
10965,12064,dot dash
10966,12089,numero group
10967,12092,ba da bing!
10968,12083,bar/none
10969,12079,virgin
10970,12094,numero group
10971,12099,barsuk
10972,12071,acuarela
10973,12093,plant music
10974,12069,holy mountain
10975,12081,basic channel
10976,12095,pias
10977,12068,misra
10978,12074,acute
10979,12065,virgin
10980,12096,syr
10981,12088,gangsta grillz
10982,12066,hardly art
10983,12067,yep roc
10984,12090,philips
10985,12080,blast first petite
10986,12062,tiny man
10987,12048,self-released
10988,12059,twentyseven
10989,12055,virgin
10990,12085,fabric
10991,12078,verve
10992,12056,obey your brain
10993,12054,ramseur
10994,12049,virgin
10995,12075,re-up
10996,12076,domino
10997,12072,xl
10998,12057,highwheel
10999,12073,blank.wav
11000,12053,nonesuch
11001,12052,touch
11002,12050,one
11003,12045,marriage
11004,12061,stones throw
11005,12063,sub pop
11006,12044,cheap lullaby
11007,12046,dangerbird
11008,12047,wizard
11009,12047,unseen worlds
11010,12060,merge
11011,12031,brah
11012,12014,numero group
11013,12042,locust
11014,12043,1928
11015,12058,capitol
11016,12033,soul jazz
11017,11972,paper bag
11018,12039,honest jon's
11019,12028,kora
11020,12020,hydra head
11021,12030,sundazed
11022,12034,zoe
11023,12037,gypsy eyes
11024,12038,child of microtones
11025,12000,ninja tune
11026,12036,nacional
11027,12035,absolutely kosher
11028,11991,crammed discs
11029,12032,tic tac totally
11030,12041,mad decent
11031,12040,le grand magistery
11032,11963,
11033,11914,afternoon
11034,12017,thrill jockey
11035,12024,warner bros.
11036,12029,self-released
11037,12015,hardly art
11038,12025,island
11039,12023,chalk circle
11040,12016,sub pop
11041,12010,roadrunner
11042,12027,park the van
11043,12008,semprini
11044,12019,keak da sneak
11045,12022,island
11046,12021,secretly canadian
11047,12026,swami
11048,12011,no fun
11049,12018,ninja tune
11050,11553,film guerrero
11051,12001,vapor
11052,12009,delmore
11053,11999,riot season
11054,11996,5440' or fight!
11055,11617,columbia
11056,11617,almost gold
11057,11998,yep roc
11058,11992,waterfall
11059,11976,animal disguise
11060,12007,mute
11061,12013,virgin
11062,11995,pask
11063,11975,transit of venus
11064,11978,roadrunner
11065,11988,mush
11066,12005,hydra head
11067,12012,universal
11068,11980,hello sir
11069,11959,no fun
11070,11983,k
11071,12002,def jam
11072,11993,modern radio
11073,11982,say hey
11074,11990,ghostly
11075,11985,dovecote
11076,11966,nomo
11077,12003,rhino
11078,12006,columbia
11079,11974,agoo
11080,11997,durtro
11081,11987,vagrant
11082,12004,parlophone
11083,11968,siltbreeze
11084,11967,social registry
11085,11970,big dada
11086,11557,post present medium
11087,11984,drag city
11088,11576,ghostly
11089,11965,castle
11090,11944,nicolay music
11091,11979,pinkflag
11092,11986,ipecac
11093,11969,secretly canadian
11094,11964,koch
11095,11973,world music network
11096,11981,sub pop
11097,11989,rca
11098,11584,century media
11099,11584,candlelight
11100,11962,david karsten daniels
11101,11971,antenna farm
11102,11961,xl
11103,11943,legacy
11104,11943,caribou
11105,11958,hybris
11106,11960,tee pee
11107,11945,comedy central
11108,11977,interscope
11109,11948,shout! factory
11110,11694,sound way
11111,11946,autobus
11112,11618,prettybeat
11113,11952,in the red
11114,11952,jay reatard
11115,11955,love is all
11116,11956,tall firs
11117,11954,birdman
11118,11957,saddle creek
11119,11947,virgin
11120,11953,nike
11121,11951,syclops
11122,11949,plug research
11123,11950,joseph arthur
11124,11942,rza as bobby digital
11125,11941,get physical
11126,11939,no quarter
11127,11938,mush
11128,11940,numero group
11129,2272,75 arkz
11130,11937,illegal art
11131,11581,emi
11132,11936,jnana
11133,11935,capitol
11134,11934,slender means society
11135,11929,hydra head
11136,11933,sincerely yours
11137,11932,vanguard
11138,11931,decon
11139,11930,vhf
11140,11925,paper bag
11141,11928,we are free
11142,11926,misra
11143,11531,unknown
11144,11927,20/20/20
11145,11924,xl
11146,11923,information
11147,11609,not not fun
11148,11605,important
11149,11922,martina topley bird
11150,11921,liz phair
11151,11920,perlon
11152,11613,!k7
11153,11589,ipecac
11154,11514,koch
11155,11514,duckdown
11156,11690,no fun
11157,11919,asthmatic kitty
11158,11578,hometapes
11159,11918,important
11160,11611,ghostly
11161,11619,team love
11162,11688,neurot
11163,11917,domino
11164,11586,darla
11165,11594,sony
11166,11916,drag city
11167,11915,tompkins square
11168,11595,unknown
11169,11596,modular
11170,11593,polyvinyl
11171,11616,sub pop
11172,11620,vice
11173,11566,analog africa
11174,11588,self-released
11175,11597,locust
11176,11692,k
11177,11621,capitol
11178,11600,chemikal underground
11179,11579,secretly canadian
11180,11573,drag city
11181,11603,capitol
11182,11610,interscope
11183,11577,captain trip
11184,11570,black and greene
11185,11564,rhythm of life
11186,11684,phone me
11187,11608,cash money
11188,11612,yep roc
11189,11567,black dirt
11190,11574,mental monkey
11191,11580,self-released
11192,11583,domino
11193,11555,fonal
11194,11513,self-released
11195,11559,verve forecast
11196,11604,"guided by voices, inc."
11197,11538,astralwerks
11198,11552,kill rock stars
11199,11552,wall of sound
11200,11550,max ernst
11201,11565,language of stone
11202,11585,ato
11203,11592,six degrees
11204,11592,traffic inc.
11205,11548,kranky
11206,11563,sony
11207,11563,almost gold
11208,11554,stones throw
11209,11587,sub pop
11210,11562,motown
11211,11547,ninja tune
11212,11547,counter records
11213,11537,asian man
11214,11558,absolutely kosher
11215,11686,capitol
11216,11582,kompakt
11217,11539,gnomonsong
11218,11502,ryko
11219,11541,pi
11220,11560,matador
11221,11575,roadrunner
11222,11535,language of stone
11223,11536,shout! factory
11224,11500,darla
11225,11569,universal
11226,11569,fontana
11227,11569,spaceman
11228,11414,ll
11229,11540,light in the attic
11230,11526,static cult
11231,11527,nacional
11232,11682,moribund
11233,11568,dgc
11234,11568,interscope
11235,11551,nettwerk
11236,11472,leaf
11237,11523,team love
11238,11561,rap-a-lot
11239,11561,asylum
11240,11524,illegal art
11241,11519,cinq7
11242,11516,sunnyside
11243,11544,nacional
11244,11509,get physical
11245,11556,nul
11246,11515,emi
11247,11507,riverboat
11248,11508,ninja tune
11249,11545,p.w. elverum & sun
11250,11546,stromland
11251,11511,music house
11252,11512,we are free
11253,11494,polydor
11254,11494,fiction
11255,11498,atlantic
11256,11549,drag city
11257,11543,vibrant
11258,11506,kemado
11259,11517,tompkins square
11260,11542,ecstatic peace
11261,11534,lovepump united
11262,11469,emusic
11263,11469,woodsist
11264,11486,temporary residence
11265,11491,saddle creek
11266,11525,bpitch control
11267,11504,street sounds
11268,11497,duckdown
11269,11528,gypsy eyes
11270,11496,tee pee
11271,11533,beggars banquet
11272,11518,chocolate ind.
11273,11481,numero group
11274,11480,beggars banquet
11275,11490,menlo park
11276,11680,sub pop
11277,11420,anti-
11278,11445,thrill jockey
11279,11476,fat cat
11280,11475,blue note
11281,11522,rhino
11282,11522,atco
11283,11488,green owl
11284,11428,now again
11285,11428,jazzman
11286,11446,born bad
11287,11482,self-released
11288,11499,barsuk
11289,11489,broken sparrow
11290,11222,ignuitas
11291,11468,hoss
11292,11459,high wire
11293,11510,lex
11294,11373,self-released
11295,11466,hometapes
11296,11457,kranky
11297,11355,highwheel
11298,11493,!k7
11299,11495,cardboard
11300,11386,vhf
11301,11448,kill rock stars
11302,11450,truth & soul
11303,11503,self-released
11304,11505,domino
11305,11477,tomlab
11306,11456,everloving
11307,11454,universal
11308,11454,fontana
11309,11454,sonic 360
11310,11501,atlantic
11311,11484,lost highway
11312,11418,strut
11313,11447,record makers
11314,11447,lucky number
11315,11485,dead oceans
11316,11376,rhino
11317,11376,volt
11318,11487,v2
11319,11341,fonal
11320,11421,acuarela
11321,11455,autobus
11322,11492,matador
11323,11478,a
11324,11257,universal
11325,11257,hip-o select
11326,11678,voodoo-eros
11327,11440,definitive jux
11328,11483,atlantic
11329,11483,downtown
11330,11483,lizard king
11331,11470,yep roc
11332,11374,strut
11333,11463,paw tracks
11334,11424,language of stone
11335,11479,domino
11336,11359,gravitation
11337,11388,abduction
11338,11392,luaka bop
11339,11443,self-released
11340,11449,sub pop
11341,11670,self-released
11342,11399,skybucket
11343,11346,greyday
11344,11412,quarterstick
11345,11464,diwphalanx
11346,11674,hannibal
11347,11471,rhymesayers
11348,11460,unknown
11349,11461,fabric
11350,11465,frenchkiss
11351,11462,beggars banquet
11352,11462,constellation
11353,11413,kill rock stars
11354,11343,misra
11355,11398,barbs
11356,11467,warp
11357,11452,rhino
11358,11404,relapse
11359,11294,lookout!
11360,11294,mint
11361,11422,drag city
11362,11458,def jam
11363,11451,arts & crafts
11364,11425,whistler
11365,11391,carrot top
11366,11417,table of the elements
11367,11371,bluhammock music
11368,11438,island
11369,11438,mercury
11370,11453,warner bros.
11371,11360,constellation
11372,11432,suicide squeeze
11373,11202,troubleman unlimited
11374,11429,elektra
11375,11429,rhino
11376,11430,merge
11377,11430,morphius
11378,11431,cochon
11379,11365,jagjaguwar
11380,11442,astralwerks
11381,11442,virgin
11382,11444,voxonic
11383,11423,anti-
11384,11419,bpitch control
11385,11354,realworld
11386,11354,ryko
11387,11354,village vert
11388,11427,music with a twist
11389,11441,merge
11390,11426,saddle creek
11391,11368,smalltown supersound
11392,11356,nature sounds
11393,11433,domino
11394,11439,sub pop
11395,11385,sleeping bag
11396,11385,warlock
11397,11364,soft abuse
11398,11306,shout! factory
11399,11400,merok
11400,11676,rhino
11401,11379,numero group
11402,11293,slender means society
11403,11293,states rights
11404,11395,what are
11405,11668,nothingness
11406,11416,itunes
11407,11416,dh
11408,11415,frenchkiss
11409,11259,m3
11410,11266,pangaea
11411,11401,astralwerks
11412,11401,virgin
11413,11405,cooking vinyl
11414,11363,virgin
11415,11394,kranky
11416,11342,dual plover
11417,11403,warner bros.
11418,11408,polydor
11419,11322,geffen
11420,11322,fiction
11421,11334,roadrunner
11422,11369,fat possum
11423,11406,mute
11424,11409,paper bag
11425,11281,world circuit
11426,11389,impose
11427,11402,eenie meenie
11428,11664,self-released
11429,11407,interscope
11430,11407,modular
11431,11351,fat cat
11432,11290,international hits
11433,11300,sony
11434,11300,strictly rhythm
11435,11672,caldo verde
11436,11387,rough trade
11437,11390,sub pop
11438,11393,polyvinyl
11439,11287,earthology
11440,11660,philadelphia international
11441,11381,xl
11442,11372,sub pop
11443,11372,transgressive
11444,11345,audio dregs
11445,11177,you are here
11446,11337,wichita
11447,11337,quarterstick
11448,11666,abduction
11449,11367,4ad
11450,11303,zoe
11451,11303,rounder
11452,11353,smalltown supersound
11453,11380,kill rock stars
11454,11370,anti-
11455,11275,hip-o select
11456,11275,hip-o
11457,11331,my pal god
11458,11282,team love
11459,11375,anti-
11460,11335,domino
11461,11255,soundway
11462,11330,table of the elements
11463,11330,radium
11464,11299,goodfellow
11465,11352,k
11466,11366,columbia
11467,11366,legacy
11468,11231,stolen
11469,11357,koch
11470,11357,nuclear blast
11471,11283,upset the rhythm
11472,11362,mute
11473,11361,elephant six
11474,11361,yep roc
11475,11361,simian
11476,11340,parasol
11477,11321,important
11478,11286,trill entertainment
11479,11289,null corporation
11480,11316,social registry
11481,11329,13th planet
11482,11309,self-released
11483,11248,universal
11484,11350,warner bros.
11485,11358,nonesuch
11486,11311,anti-
11487,11310,summer
11488,11318,ghostly
11489,11308,warner bros.
11490,11325,columbia
11491,11325,legacy
11492,11325,starbucks
11493,11315,perlon
11494,11336,merge
11495,11320,sub pop
11496,11324,atlantic
11497,11324,rhino
11498,11344,get physical
11499,11323,paw tracks
11500,11307,temporary residence
11501,11296,def jam
11502,11319,astralwerks
11503,11326,!k7
11504,11278,load
11505,11272,the end
11506,11261,ow om
11507,11328,atlantic
11508,11328,downtown
11509,11332,constellation
11510,11333,cooking vinyl
11511,11333,bauhaus music
11512,11292,dh
11513,11229,fantasy
11514,11327,merge
11515,11291,virgin
11516,11291,almost gold
11517,11273,profound lore
11518,11304,birdman
11519,11304,american
11520,11288,dead oceans
11521,11662,matador
11522,11662,ace of hearts
11523,11317,caldo verde
11524,11305,rough trade
11525,11238,kemado
11526,11230,ato
11527,11246,ryko
11528,11268,frenchkiss
11529,11301,cardboard
11530,11262,potomak
11531,11241,m80 music
11532,11302,domino
11533,11274,virgin
11534,11251,translation loss
11535,11253,hydra head
11536,11271,metropolis
11537,11297,xl
11538,11297,ecstatic peace
11539,11298,anti-
11540,11247,yep roc
11541,11252,pi
11542,11256,lost highway
11543,11236,yep roc
11544,11276,universal
11545,11276,rhino
11546,11276,hip-o
11547,11295,domino
11548,11232,om hip hop
11549,11279,kompakt
11550,11280,atp
11551,11215,last gang
11552,11270,drag city
11553,11264,megaforce
11554,11264,13th planet
11555,11227,frenchkiss
11556,11267,lex
11557,11277,geffen
11558,11225,kora
11559,11225,pol
11560,11249,jagjaguwar
11561,11226,one percent press
11562,11237,definitive jux
11563,11201,secret city
11564,11239,team love
11565,11224,sub pop
11566,11228,cbs
11567,11269,dfa
11568,11258,outpost
11569,11258,mood food
11570,11211,self-released
11571,11221,rare victory
11572,11217,tomlab
11573,11254,anticon
11574,11263,table of the elements
11575,11214,metal blade
11576,11223,basic replay
11577,11216,empyrean
11578,11260,merge
11579,11265,virgin
11580,11197,kill rock stars
11581,11205,warm
11582,11210,polyvinyl
11583,11219,sub pop
11584,11219,memphis industries
11585,11220,labrador
11586,11250,swami
11587,11198,secretly canadian
11588,11198,baskerville hill
11589,11213,relapse
11590,11240,warp
11591,11244,polyvinyl
11592,11196,imperial
11593,11204,barsuk
11594,11180,self-released
11595,11245,warp
11596,11243,trashy moped
11597,11199,century media
11598,11195,drag city
11599,11186,minty fresh
11600,11235,sub pop
11601,11242,epitaph
11602,11242,anti-
11603,11207,dischord
11604,11192,elevation
11605,11190,xl
11606,11233,matador
11607,11234,environ
