,reviewid,artist
8963,13352,six organs of admittance
8964,13362,brendan benson
8965,13357,dan bryk
8966,13302,various artists
8967,13358,smith westerns
8968,13347,pictureplane
8969,13267,jon mueller
8970,13356,yea big + kid static
8971,13293,robert pollard
8972,13303,eric copeland
8973,13354,speech debelle
8974,13174,various artists
8975,13359,dysrhythmia
8976,13334,yacht
8977,13247,jon hassell
8978,13340,desolation wilderness
8979,13290,esser
8980,13287,city center
8981,13196,the antlers
8982,13295,lightning dust
8983,13345,joe pernice
8984,13346,rainbow arabia
8985,13263,nurses
8986,13348,modest mouse
8987,13350,fruit bats
8988,13297,reigning sound
8989,13289,peter broderick
8990,13349,es
8991,13224,julian plenti
8992,13341,mono
8993,13280,the strange boys
8994,13283,sian alice group
8995,13291,the units
8996,13168,blur
8997,13043,nathan fake
8998,13099,khanate
8999,13317,javelin
9000,13279,drug rug
9001,13343,amadou & mariam
9002,13333,lee fields & the expressions
9003,13240,mocky
9004,13140,kiila
9005,13139,boxcutter
9006,13339,delorean
9007,13285,soap & skin
9008,13286,amazing baby
9009,13342,fol chen
9010,13204,chris garneau
9011,13325,flying lotus
9012,13335,blue roses
9013,13330,oumou sangar
9014,13276,felix da housecat
9015,13148,miss derringer
9016,13223,megafaun
9017,13146,wheat
9018,13273,pp bradock
9019,13270,portugal. the man
9020,13272,blues control
9021,13123,foreign born
9022,13332,the boy least likely to
9023,13278,howling bells
9024,13274,the horse's ha
9025,13100,eugene mcguinness
9026,13220,the fiery furnaces
9027,13269,greg davis
9028,13275,willie isz
9029,13172,talbot tagora
9030,13221,our brother the native
9031,13218,magnolia electric co.
9032,13219,wye oak
9033,13321,lights
9034,13114,omar souleyman
9035,13200,the pine hill haints
9036,13328,riceboy sleeps
9037,13268,clark
9038,13320,wolf eyes
9039,13097,starlight mints
9040,13331,suffocation
9041,13326,jj
9042,13262,ty segall
9043,13329,the alchemist
9044,13327,yob
9045,13322,broken records
9046,13324,drive-by truckers
9047,13215,oneida
9048,13311,the skygreen leopards
9049,13266,steve bug
9050,13271,lord cut-glass
9051,13254,bjrk
9052,13202,david bowie
9053,13173,various artists
9054,13261,venice is sinking
9055,13201,pisces
9056,13319,beastie boys
9057,13255,the most serene republic
9058,13256,bergraven
9059,13259,baby teeth
9060,13318,sarah borges and the broken singles
9061,13187,the dead weather
9062,13258,babatunde olatunji
9063,13257,the jayhawks
9064,13182,lacrosse
9065,13176,the legends
9066,13180,cass mccombs
9067,13316,maxwell
9068,13210,vega
9069,13313,malcolm middleton
9070,13315,deastro
9071,13314,discovery
9072,13249,50 cent
9073,13252,david lynch
9074,13244,the minus 5
9075,13175,the roadside graves
9076,13241,wale
9077,13312,bowerbirds
9078,13178,tiny vipers
9079,13251,nosaj thing
9080,13310,psychedelic horseshit
9081,12739,the rural alberta advantage
9082,13243,ministry of sound
9083,13094,sister suvi
9084,13108,current 93
9085,13265,martin carr
9086,13245,moby
9087,13242,wu-tang clan
9088,13214,son volt
9089,13136,we were promised jetpacks
9090,13137,kate simko
9091,13130,r.e.m.
9092,13119,white denim
9093,13260,dead prez
9094,13122,the bats
9095,13132,royal city
9096,13236,major lazer
9097,13183,j dilla
9098,13239,street sweeper social club
9099,13040,blank dogs
9100,13250,uuvvwwz
9101,13308,the mars volta
9102,13093,love is all
9103,13309,cage
9104,13105,rock plaza central
9105,13104,ear pwr
9106,13237,wilco
9107,13233,isaac hayes
9108,13126,yahowha 13
9109,13238,drake
9110,13128,zs
9111,13125,bibio
9112,13230,various artists
9113,13305,ganglians
9114,13234,hello seahorse!
9115,12912,land of kush
9116,13121,tortoise
9117,13117,the lemonheads
9118,13110,alasdair roberts
9119,13118,so many dynamos
9120,13306,the present
9121,13232,sunset rubdown
9122,13113,gossip
9123,13235,spinnerette
9124,13115,future of the left
9125,13061,the paper chase
9126,13112,god help the girl
9127,13184,regina spektor
9128,13213,playboy tre
9129,13212,noisettes
9130,13197,larry jon wilson
9131,13109,dinosaur jr.
9132,13106,patterson hood
9133,13226,sharon van etten
9134,13107,deer tick
9135,13060,sholi
9136,13058,saint etienne
9137,13186,finale
9138,13057,sir richard bishop
9139,13081,psapp
9140,12915,speck mountain
9141,13209,little boots
9142,13211,dj quik
9143,13211,kurupt
9144,13231,black meteoric star
9145,13143,ada
9146,13191,pocahaunted
9147,13164,neil young
9148,13095,el-b
9149,13166,gregor samsa
9150,13229,i was a king
9151,13096,tiny masters of today
9152,13101,big star
9153,13147,various artists
9154,13102,rhett miller
9155,13098,sleepy sun
9156,13208,client
9157,13185,hot chip
9158,13167,so cow
9159,13188,tim exile
9160,13156,gregg kowalsky
9161,12817,jonathan johansson
9162,13228,busdriver
9163,13206,various artists
9164,13155,the sounds
9165,13199,tiga
9166,13120,the curious mystery
9167,13067,patrick wolf
9168,13157,cortney tidwell
9169,13085,xasthur
9170,13189,miike snow
9171,13049,the warlocks
9172,13161,mos def
9173,13163,charles mingus
9174,13162,placebo
9175,13227,bachelorette
9176,13165,mannequin men
9177,13159,dirty projectors
9178,13160,british sea power
9179,13044,absu
9180,13145,valet
9181,12889,sin fang bous
9182,13153,sonic youth
9183,13154,kasabian
9184,12941,zero boys
9185,13144,liechtenstein
9186,13190,freeway
9187,13087,eels
9188,13082,noel gallagher
9189,13088,miles davis
9190,13080,kevin blechdom
9191,13066,balmorhea
9192,13086,franz ferdinand
9193,13091,james brown
9194,13076,tyvek
9195,13083,two fingers
9196,13046,zombi
9197,13077,jeff buckley
9198,13079,elvis costello
9199,13084,iggy pop
9200,13055,big business
9201,13170,occidental brothers dance band international
9202,13151,jarvis cocker
9203,13152,j dilla
9204,13068,mouthus
9205,13075,miss kittin & the hacker
9206,13050,eulogies
9207,13074,coldplay
9208,13064,lindstrm & prins thomas
9209,13065,various artists
9210,13150,manic street preachers
9211,13089,charles spearin
9212,13195,sunn o)))
9213,12972,james blackshaw
9214,13149,themselves
9215,13071,cave
9216,13063,amesoeurs
9217,13142,the field
9218,13192,the cool kids
9219,13059,polly scattergood
9220,13062,the church
9221,13056,monahans
9222,13052,phoenix
9223,13193,danger mouse and sparklehorse
9224,13054,diamond watch wrists
9225,13053,viva voce
9226,12894,aidan moffat & the best-ofs
9227,13078,grizzly bear
9228,13073,ugk
9229,13048,black moth super rainbow
9230,13031,el grupo nuevo de omar rodriguez-lopez
9231,13051,eat skull
9232,13045,green day
9233,13169,passion pit
9234,12984,jeremy enigk
9235,13000,au revoir simone
9236,13028,savath y savalas
9237,12991,deerhunter
9238,13037,jason lytle
9239,13092,ciara
9240,13070,the wooden birds
9241,13030,wolves in the throne room
9242,13041,iron & wine
9243,13018,apostle of hustle
9244,13042,great lake swimmers
9245,13036,clues
9246,12862,svarte greiner
9247,13034,eminem
9248,13002,john vanderslice
9249,13038,white rabbits
9250,13006,jeffrey lewis
9251,13039,night control
9252,13072,animal collective
9253,13024,phoenix
9254,13047,graham coxon
9255,13035,meat puppets
9256,13021,the intelligence
9257,13029,cam'ron
9258,13019,company flow
9259,13069,ekkehard ehlers
9260,13069,paul wirkus
9261,12891,harlem
9262,12900,seeland
9263,13009,isis
9264,13020,bloc party
9265,12977,pontiak
9266,12964,dananananaykroyd
9267,13032,casper & the cookies
9268,13007,maximo park
9269,12997,a hawk and a hacksaw
9270,13017,dd/mm/yyyy
9271,13026,nadja
9272,13027,patrick watson
9273,13015,mark kozelek
9274,13001,steve earle
9275,13023,hanne hukkelberg
9276,12996,meanderthals
9277,13022,chain and the gang
9278,13016,de la soul
9279,13012,casiotone for the painfully alone
9280,13010,mika miko
9281,13011,el michels affair
9282,12838,the phantom band
9283,13014,arctic monkeys
9284,13013,fischerspooner
9285,12990,richard swift
9286,12986,kingsbury manx
9287,12995,deradoorian
9288,12980,akron/family
9289,13004,magik markers
9290,12998,the horrors
9291,12993,odd nosdam
9292,12749,woebot
9293,12949,nick cave & the bad seeds
9294,12955,the veils
9295,13003,peaches
9296,12987,tara jane o'neil
9297,13005,the shortwave set
9298,12985,st. vincent
9299,12989,the vaselines
9300,12943,wildbirds & peacedrums
9301,12994,rodriguez
9302,12999,harlem shakes
9303,12992,conor oberst and the mystic valley band
9304,12945,nomo
9305,12981,thee oh sees
9306,12918,pink mountaintops
9307,12960,double dagger
9308,12968,my morning jacket
9309,12848,comet gain
9310,12909,ariel pink's haunted graffiti
9311,12971,bardo pond
9312,12952,great northern
9313,12979,bob dylan
9314,12963,arthur russell
9315,12880,various artists
9316,12978,the life and times
9317,12969,crocodiles
9318,12974,the breeders
9319,12957,tinted windows
9320,12962,kid606
9321,12973,a camp
9322,12975,ape school
9323,12966,jane's addiction
9324,12849,brakes
9325,12970,throw me the statue
9326,12956,thunderheist
9327,12967,bike for three!
9328,12965,japandroids
9329,12961,prefuse 73
9330,12959,moderat
9331,12901,jack rose
9332,12878,the handsome family
9333,12837,woods
9334,12954,sinad o'connor
9335,12953,kurt vile
9336,12958,black math horseman
9337,12948,immaculate machine
9338,12936,beck
9339,12950,pet shop boys
9340,12944,manchester orchestra
9341,12939,cryptacize
9342,12828,the weight
9343,12940,depeche mode
9344,12931,asher roth
9345,12879,the deep dark woods
9346,12932,still flyin'
9347,12886,1990s
9348,12942,camera obscura
9349,12902,art brut
9350,12916,boston spaceships
9351,12947,suckers
9352,12946,pterodactyl
9353,12935,super furry animals
9354,12924,a-trak
9355,12905,the monks
9356,12906,papercuts
9357,12920,d. rider
9358,12929,bill callahan
9359,12927,al green
9360,12790,ladyfinger (ne)
9361,12933,agoraphobic nosebleed
9362,12757,nancy wallace
9363,12938,radiohead
9364,12930,mr. lif
9365,12925,dntel
9366,12914,wooden shjips
9367,12928,telepathe
9368,12904,doves
9369,12922,micachu and the shapes
9370,12899,lady sovereign
9371,12917,jadakiss
9372,12903,the assemble head in sunburst sound
9373,12923,beastie boys
9374,12883,martyn
9375,12926,silversun pickups
9376,12913,bob mould
9377,12888,nite jewel
9378,12911,prince
9379,12921,metric
9380,12884,erasure
9381,12890,the usa is a monster
9382,12863,say hi
9383,12910,bat for lashes
9384,12897,superchunk
9385,12850,the love language
9386,12865,thieves like us
9387,12861,o+s
9388,12908,various artists
9389,12907,black dice
9390,12877,gentleman reg
9391,12767,circlesquare
9392,12876,mike bones
9393,12896,junior boys
9394,12868,joker's daughter
9395,12740,baby charles
9396,12882,telekinesis
9397,12784,cheer-accident
9398,12895,the hold steady
9399,12898,beth orton
9400,12840,mi ami
9401,12759,various artists
9402,12885,the qemists
9403,12847,crystal antlers
9404,12869,doom
9405,12812,various artists
9406,12887,the coathangers
9407,12892,it hugs back
9408,12873,pearl jam
9409,12881,various artists
9410,12803,ben klock
9411,12851,tune-yards
9412,12761,charles hamilton
9413,12893,the dukes of stratosphear
9414,12846,swervedriver
9415,12800,matteah baim
9416,12864,various artists
9417,12806,obi best
9418,12872,mastodon
9419,12830,the whitest boy alive
9420,12841,sissy wish
9421,12796,filastine
9422,12867,bosque brown
9423,12874,peter bjorn and john
9424,12875,the thermals
9425,12811,various artists
9426,12797,gomez
9427,12785,young dro & yung l.a.
9428,12870,pj harvey
9429,12870,john parish
9430,12871,red red meat
9431,12822,richard buckner
9432,12793,bibio
9433,12752,harmonic 313
9434,12859,bonnie prince billy
9435,12853,the juan maclean
9436,12738,the theater fire
9437,12789,an horse
9438,12771,the old ceremony
9439,12855,yeah yeah yeahs
9440,12852,serge gainsbourg
9441,12747,anni rossi
9442,12802,project pat
9443,12834,tombs
9444,12860,ryksopp
9445,12832,jeremy jay
9446,12773,damien jurado
9447,12792,various production
9448,12815,mt. st. helens vietnam band
9449,12857,peter doherty
9450,12854,fridge
9451,12836,the drones
9452,12791,skeletons
9453,12823,elvis perkins in dearland
9454,12842,the decemberists
9455,12856,i.u.d.
9456,12807,kylesa
9457,12750,pan american
9458,12821,casiotone for the painfully alone
9459,12845,fever ray
9460,12844,lotus plaza
9461,12780,friendly foes
9462,12774,david lang
9463,12778,mr. oizo
9464,12839,swan lake
9465,12843,gui boratto
9466,12753,various artists
9467,12824,omar s
9468,12775,desolation wilderness
9469,12833,dan deacon
9470,12805,nick lowe
9471,12804,the lines
9472,12748,marianne dissard
9473,12825,brethren of the free spirit
9474,12835,mstrkrft
9475,12742,bob wills and his texas playboys
9476,12814,dm stith
9477,12816,laura gibson
9478,12798,these are powers
9479,12826,cymbals eat guitars
9480,12829,obits
9481,12776,nels cline
9482,12801,white lies
9483,12768,bloodkin
9484,12831,bishop allen
9485,12799,k'naan
9486,12786,deleted scenes
9487,12788,coloma
9488,12755,oj da juiceman
9489,12827,handsome furs
9490,12766,various artists
9491,12762,lars horntveth
9492,12777,b. fleischmann
9493,12769,dj koze
9494,12819,condo fucks
9495,12820,bell orchestre
9496,12733,bobby creekwater
9497,12736,soundtrack of our lives
9498,12737,mv & ee
9499,12813,marissa nadler
9500,12809,mirah
9501,12770,various artists
9502,12763,extra golden
9503,12764,hi red center
9504,12818,cursive
9505,12808,brother ali
9506,12735,franco & le tout puissant ok jazz
9507,12756,sinden
9508,12779,arbouretum
9509,12772,madlib
9510,12794,various artists
9511,12765,zu
9512,12743,aleks and the drummer
9513,12782,lithops
9514,12751,rio en medio
9515,12787,the boy least likely to
9516,12741,the sight below
9517,12795,various artists
9518,12734,woodpigeon
9519,12783,wavves
9520,12754,j spaceman and matthew shipp
9521,12760,isaac hayes
9522,12744,surf city
9523,12745,gringo star
9524,12729,neko case
9525,12728,abe vigoda
9526,12723,shrag
9527,12725,dent may & his magnificent ukulele
9528,12721,longwave
9529,12730,u2
9530,12727,malajube
9531,12724,here we go magic
9532,12722,manda rin
9533,12726,grandmaster flash
9534,12715,boredoms
9535,12716,various artists
9536,12708,rokia traor
9537,12710,cobra verde
9538,12713,dressy bessy
9539,12717,various artists
9540,12714,alela diane
9541,12711,nimrod workman
9542,12712,odawas
9543,12709,loren connors & jim o'rourke
9544,12706,the prodigy
9545,12707,tim hecker
9546,12698,mountains
9547,12696,me
9548,12704,matmos
9549,12704,fennesz
9550,12704,jason forrest
9551,12704,ryoji ikeda
9552,12704,barbara morgenstern
9553,12704,snd
9554,12704,mika vainio
9555,12703,...and you will know us by the trail of dead
9556,12705,clem snide
9557,12693,john chantler
9558,12693,tujiko noriko
9559,12693,lawrence english
9560,12694,ursula bogner
9561,12699,jean on jean
9562,12702,black lips
9563,12695,peter tosh
9564,12697,heartless bastards
9565,12701,faunts
9566,12700,azita
9567,12689,beirut/realpeople
9568,12680,atmosphere
9569,12688,van morrison
9570,12626,murry hammond
9571,12675,dead confederate
9572,12690,the lonely island
9573,12687,ryan adams
9574,12679,booka shade
9575,12677,coconut records
9576,12684,alex moulton
9577,12686,n.a.s.a.
9578,12683,jason isbell and the 400 unit
9579,12682,studio 1
9580,12673,death
9581,12678,sbach
9582,12681,m. ward
9583,12685,asobi seksu
9584,12674,vetiver
9585,12676,pale young gentlemen
9586,12672,fight bite
9587,12671,beastie boys
9588,12667,robyn hitchcock
9589,12668,volcano suns
9590,12625,stephen emmer
9591,12665,faraquet
9592,12669,dan auerbach
9593,12670,franz nicolay
9594,12666,windsurf
9595,12663,i heart lung
9596,12664,hector zazou & swara
9597,12662,lily allen
9598,12655,bee gees
9599,12659,iran
9600,12657,free blood
9601,12654,modern skirts
9602,12661,various artists
9603,12656,phosphorescent
9604,12660,benjy ferree
9605,12653,d. lissvik
9606,12658,goblin cock
9607,12651,rza
9608,12652,andy moor and dj/rupture
9609,12648,ocean
9610,12650,salem
9611,12649,kevin rudolf
9612,12644,the pains of being pure at heart
9613,12637,robert pollard
9614,12635,orchestre poly-rythmo de cotonou
9615,12633,freeway
9616,12646,psychic ills
9617,12645,deerhoof
9618,12642,buddy holly
9619,12630,the foreign exchange
9620,12643,the von bondies
9621,12647,ben kweller
9622,12639,nickel eye
9623,12636,p.o.s.
9624,12638,six organs of admittance
9625,12632,dillinger four
9626,12631,catfish haven
9627,12640,morrissey
9628,12634,diplo
9629,12629,james brown
9630,12628,eine kleine nacht musik
9631,12641,no neck blues band
9632,12619,the bpa
9633,12621,kylie minogue
9634,12613,cotton jones
9635,12611,telefon tel aviv
9636,12580,larkin grimm
9637,12608,times new viking
9638,12617,magnetic morning
9639,12620,cut off your hands
9640,12606,cale parks
9641,12558,the bird and the bee
9642,12567,jd twitch
9643,12616,superchunk
9644,12618,loney dear
9645,12573,lucky dragons
9646,12599,jaguar love
9647,12615,hot chip
9648,12607,blackout beach
9649,12610,glass candy
9650,12560,misery index
9651,12561,landed
9652,12614,bruce springsteen
9653,12595,dlek
9654,12569,aether
9655,12570,chandeliers
9656,12557,susanna
9657,12609,franz ferdinand
9658,12600,of montreal
9659,12592,johnson&jonson
9660,12584,lake
9661,12562,michael zapruder
9662,12612,thom yorke
9663,12603,j. tillman
9664,12579,kayhan kalhor & brooklyn rider
9665,12586,van dyke parks
9666,12586,inara george
9667,12572,the standard
9668,12605,andrew bird
9669,12604,squarepusher
9670,12594,white hinterland
9671,12564,muse mcanique
9672,12559,ruby isle
9673,12590,a.c. newman
9674,12593,matt & kim
9675,12574,an albatross
9676,12563,pretty & nice
9677,12571,golden animals
9678,12581,bon iver
9679,12589,various artists
9680,12577,buraka som sistema
9681,12578,boduf songs
9682,12588,daniel martin moore
9683,12596,antony and the johnsons
9684,12602,thievery corporation
9685,12583,herman dune
9686,12585,these arms are snakes
9687,12575,sparks
9688,12601,my morning jacket
9689,12591,epmd
9690,12568,polysics
9691,12587,the gourds
9692,12576,cranes
9693,12597,glasvegas
9694,12598,nodzzz
9695,12566,various artists
9696,12582,dub colossus
9697,12565,people under the stairs
9698,12543,zomby
9699,12555,late of the pier
9700,12537,scarface
9701,12552,einstrzende neubauten
9702,12530,mason proper
9703,12554,the kinks
9704,12523,a guy called gerald
9705,12534,charlie louvin
9706,12549,neil halstead
9707,12522,army navy
9708,12553,jos gonzlez
9709,12551,metro area
9710,12535,various artists
9711,12539,move d and benjamin brunn
9712,12521,caithlin de marrais
9713,12546,fripp & eno
9714,12542,lemonade
9715,12538,pelle carlberg
9716,12445,her space holiday
9717,12550,au revoir simone
9718,12547,dj shadow
9719,12548,marianne faithfull
9720,12525,terakaft
9721,12526,matthew robert cooper
9722,12529,gregory and the hawk
9723,12545,paper route gangstaz
9724,12541,various artists
9725,12532,wreckless eric & amy rigby
9726,12533,all the saints
9727,12527,don caballero
9728,12540,ghostface killah
9729,12544,black rebel motorcycle club
9730,12531,otis redding
9731,12528,jolie holland
9732,12536,dm stith
9733,12518,animal collective
9734,12519,various artists
9735,12511,friendly fires
9736,12514,the aliens
9737,12517,ludacris
9738,12515,the flaming lips
9739,12516,nina simone
9740,12512,christina carter
9741,12510,various artists
9742,12513,ane brun
9743,12496,clipse
9744,12474,roy orbison
9745,12506,the welcome wagon
9746,12509,various artists
9747,12475,the uglysuit
9748,12499,pavement
9749,12508,common
9750,12488,barbara morgenstern
9751,12487,various artists
9752,12491,restiform bodies
9753,12493,justice
9754,12492,mark kozelek
9755,12490,boston spaceships
9756,12480,simon bookish
9757,12486,japanese motors
9758,12507,rivers cuomo
9759,12504,cat power
9760,12494,alaska in winter
9761,12524,hush arbors
9762,12481,grampall jookabox
9763,12505,the killers
9764,12497,neil young
9765,12476,the manhattan love suicides
9766,12489,various artists
9767,12478,future clouds & radar
9768,12503,the very best
9769,12500,the raveonettes
9770,12485,minus the bear
9771,12483,ladyhawke
9772,12477,adventure
9773,12501,feist
9774,12502,fennesz
9775,12472,wintersleep
9776,12482,burning star core
9777,12471,christmas decorations
9778,12498,kanye west
9779,12495,the last shadow puppets
9780,12479,various artists
9781,12484,empire of the sun
9782,12473,the pica beats
9783,12469,guns n' roses
9784,12470,the decemberists
9785,12448,bohren & der club of gore
9786,12458,the knux
9787,12446,aterciopelados
9788,12466,death cab for cutie
9789,12455,various artists
9790,12450,wild beasts
9791,12463,julian koster
9792,12452,gojira
9793,12467,coldplay
9794,12468,wu-tang clan
9795,12454,the gaslight anthem
9796,12459,black moth super rainbow
9797,12447,various artists
9798,12464,r.e.m.
9799,12465,the fireman
9800,12451,black milk
9801,12449,harry pussy
9802,12461,anathallo
9803,12460,alexis taylor
9804,12462,beyonc
9805,12453,grace jones
9806,12457,wilderness
9807,12456,statik selektah
9808,12444,lil wayne
9809,12442,the lucksmiths
9810,12434,sunn o)))
9811,12439,adorable
9812,12428,stereo image
9813,12443,belle and sebastian
9814,12441,cheap trick
9815,12427,prurient
9816,12431,tussle
9817,12433,lee scratch perry
9818,12435,amadou & mariam
9819,12424,los campesinos!
9820,12425,theo parrish
9821,12438,illa j
9822,12429,magazine
9823,12426,max tundra
9824,12440,kieran hebden and steve reid
9825,12437,white denim
9826,12432,various artists
9827,12430,z-ro
9828,12436,danielson
9829,12422,matthew dear
9830,12421,the postmarks
9831,12414,frida hyvnen
9832,12419,strfkr
9833,12415,love is all
9834,12420,jhann jhannsson
9835,12400,nisennenmondai
9836,12403,metronomy
9837,12404,karl blau
9838,12391,lou reed
9839,12423,greg dulli
9840,12399,school of seven bells
9841,12396,"vic chesnutt, elf power, and the amorphous strums"
9842,12407,rtx
9843,12413,q-tip
9844,12417,the matthew herbert big band
9845,12398,jessica lea mayfield
9846,12393,amon amarth
9847,12416,i'm from barcelona
9848,12418,new order
9849,12408,reefer
9850,12410,travis
9851,12394,+/-
9852,12397,juelz santana
9853,12409,megapuss
9854,12412,little joy
9855,12395,alias
9856,12392,fuck the facts
9857,12406,sebastien grainger & the mountains
9858,12388,eagles of death metal
9859,12384,the rapture
9860,12382,essie jain
9861,12383,pop levi
9862,12366,glorytellers
9863,12389,snow patrol
9864,12390,luomo
9865,12379,passion pit
9866,12373,pit er pat
9867,12362,wetnurse
9868,12385,the smiths
9869,12387,mavis staples
9870,12386,"j. matthew gerken, christian kiefer, and jefferson pitcher"
9871,12365,miss murgatroid and petra haden
9872,12363,dianogah
9873,12380,the cure
9874,12381,crystal stilts
9875,12372,callers
9876,12359,the dears
9877,12367,tobacco
9878,12374,ryan adams & the cardinals
9879,12377,...and you will know us by the trail of dead
9880,12378,jean grae
9881,12358,jake one
9882,12354,sunny day sets fire
9883,12345,blitzen trapper
9884,12375,arthur russell
9885,12349,the legendary pink dots
9886,12351,chairlift
9887,12347,palms
9888,12368,kaiser chiefs
9889,12376,squarepusher
9890,12370,ben folds
9891,12353,the mighty underdogs
9892,12350,gabriel kahane
9893,12360,deerhunter
9894,12369,final fantasy
9895,12348,cause co-motion!
9896,12355,grails
9897,12361,o'death
9898,12371,dj /rupture
9899,12364,the sea and cake
9900,12357,telepathe
9901,12356,mamiffer
9902,12352,dr. dooom
9903,12331,johnny cash
9904,12327,windy & carl
9905,12321,eyeless in gaza
9906,12307,raglani
9907,12325,margot and the nuclear so and so's
9908,12330,bob dylan
9909,12293,frightened rabbit
9910,12323,parts & labor
9911,12301,raphael saadiq
9912,12302,the howling hex
9913,12328,of montreal
9914,12326,the long blondes
9915,12315,various artists
9916,12329,benot pioulard
9917,12273,nagisa ni te
9918,12305,the mountain goats
9919,12324,gang gang dance
9920,12312,religious knives
9921,12308,holly golightly & the brokeoffs
9922,12299,david grubbs
9923,12322,the clash
9924,12271,lucinda williams
9925,12319,chad vangaalen
9926,12317,various artists
9927,12296,hello saferide
9928,12320,fucked up
9929,12318,secret machines
9930,12264,max richter
9931,12284,library tapes
9932,12313,the broken west
9933,12316,jay reatard
9934,12314,keane
9935,12289,anna ternheim
9936,12287,love as laughter
9937,12276,the clips
9938,12292,mount eerie with julie doiron and fred squire
9939,12227,morgan geist
9940,12250,krallice
9941,12245,prints
9942,12288,birdmonster
9943,12311,oasis
9944,12285,women
9945,12303,wrnlrd
9946,12220,blevin blectum
9947,12223,shock cinema
9948,12310,deerhoof
9949,12309,crooked fingers
9950,12297,juana molina
9951,12306,castanets
9952,12274,these united states
9953,12272,marnie stern
9954,12300,annuals
9955,12267,rafter
9956,12290,yo majesty
9957,12238,volcano!
9958,12295,antony and the johnsons
9959,12304,lambchop
9960,12263,sic alps
9961,12298,the rosebuds
9962,12254,liz durrett
9963,12275,department of eagles
9964,12294,the pretenders
9965,12252,ancestors
9966,12281,the spinto band
9967,12255,stereophonics
9968,12291,the streets
9969,12283,miles davis
9970,12253,hawnay troof
9971,12258,intronaut
9972,12248,noah and the whale
9973,12286,vivian girls
9974,12244,the week that was
9975,12280,ice cube
9976,12243,31knots
9977,12226,the dead science
9978,12279,t.i.
9979,12282,saint etienne
9980,12239,teenage jesus and beirut slump
9981,12268,the lovely sparrows
9982,12237,golden smog
9983,12278,the jesus and mary chain
9984,12277,murs
9985,12270,leila
9986,12235,land of talk
9987,12269,various artists
9988,12265,mercury rev
9989,12259,unkle
9990,12242,madlib
9991,12233,krisiun
9992,12232,apollo sunshine
9993,12260,u2
9994,12231,dungen
9995,12229,horse feathers
9996,12225,bill dixon
9997,12230,dj khaled
9998,12266,the replacements
9999,12261,serena-maneesh
10000,12234,growing
10001,12222,lia ices
10002,12224,totimoshi
10003,12262,monkey
10004,12256,gentleman jesse & his men
10005,12236,david holmes
10006,12228,angela desveaux
10007,12247,talkdemonic
10008,12249,jenny lewis
10009,12257,high places
10010,12221,koushik
10011,12214,juliana hatfield
10012,12219,morton feldman
10013,12241,mogwai
10014,12251,cold war kids
10015,12217,the final solution
10016,12213,all girl summer fun band
10017,12215,the red krayola
10018,12246,tv on the radio
10019,12240,brightblack morning light
10020,12216,sam champion
10021,12218,suarasama
10022,12212,music go music
10023,12210,yo la tengo
10024,12208,amanda palmer
10025,12207,bound stems
10026,12182,jennifer o'connor
10027,12197,damon & naomi
10028,12209,fujiya & miyagi
10029,12205,hauschka
10030,12196,james
10031,12203,solange
10032,12192,fabulous diamonds
10033,12183,the tough alliance
10034,12206,shugo tokumaru
10035,12198,john adams
10036,12191,the airborne toxic event
10037,12189,rodriguez
10038,12204,kings of leon
10039,12200,simian mobile disco
10040,12187,elzhi
10041,12188,emilana torrini
10042,12185,digitalism
10043,12190,peter bjorn and john
10044,12199,original silence
10045,12193,the shaky hands
10046,12202,the rumble strips
10047,12184,alexander tucker
10048,12194,mark kozelek
10049,12201,rex the dog
10050,12181,luciano
10051,12195,mugison
10052,12186,cats in paris
10053,12175,calexico
10054,12148,tricky
10055,12173,young widows
10056,12165,the donkeys
10057,12164,ilya monosov
10058,12179,stars
10059,12177,matt & bubba kadane
10060,12168,giant sand
10061,12167,helena espvall & masaki batoh
10062,12172,nightmares on wax
10063,12180,metallica
10064,12178,portastatic
10065,12131,parenthetical girls
10066,12169,megafaun
10067,12163,styrofoam
10068,12153,the dark romantics
10069,12176,okkervil river
10070,12158,the twilight sad
10071,12161,kimya dawson
10072,12162,brothers and sisters
10073,12174,robyn hitchcock and the egyptians
10074,12171,the clientele
10075,12344,matthew sweet
10076,12157,made out of babies
10077,12152,pierre de reeder
10078,12170,the chemical brothers
10079,12160,the gutter twins
10080,12156,motrhead
10081,12150,robots in disguise
10082,12149,wild sweet orange
10083,12159,jeezy
10084,12155,brian wilson
10085,12143,tom carter and christian kiefer
10086,12144,the lord dog bird
10087,12146,james jackson toth
10088,12151,david byrne
10089,12151,brian eno
10090,12154,roots manuva
10091,12141,poni hoax
10092,12137,burning witch
10093,12138,theresa andersson
10094,12132,flying lotus
10095,12142,human highway
10096,12139,kasai allstars
10097,12136,rahim
10098,12147,doomtree
10099,12133,darker my love
10100,12145,the verve
10101,12135,dan le sac vs. scroobius pip
10102,12134,laura marling
10103,12140,beans
10104,12121,minilogue
10105,12111,truckasauras
10106,12128,james lavino
10107,12211,french kicks
10108,12124,t.k. webb & the visions
10109,12130,bloc party
10110,12127,zach hill
10111,12112,azeda booth
10112,12109,hans-joachim rdelius & tim story
10113,12117,sj esau
10114,12125,lindstrm
10115,12126,gza
10116,12119,grouper
10117,12105,eef barzelay
10118,12113,barry adamson
10119,12114,the lodger
